Datetime,open,close,high,low,volume,float,StockSymbol
20/12/2007,8478.492737,8292.868614,8478.492737,8277.817726,150700,253010656,ACB
21/12/2007,8327.986717,8388.189316,8428.323746,8252.733231,175400,253010656,ACB
24/12/2007,8428.323746,8523.644447,8628.997803,8378.154755,213200,253010656,ACB
25/12/2007,8528.660774,8408.256531,8528.660774,8403.23925,230800,253010656,ACB
26/12/2007,8418.290138,8428.323746,8458.424568,8333.003044,161600,253010656,ACB
27/12/2007,8433.341026,8277.817726,8433.341026,8026.974678,527700,253010656,ACB
28/12/2007,8177.480698,8227.649689,8277.817726,8077.143669,539100,263006000,ACB
02/01/2008,7023.602962,7274.446011,7475.120544,6767.743111,551100,263006000,ACB
03/01/2008,7023.602962,7023.602962,7123.940468,6948.35043,208200,263006000,ACB
04/01/2008,6998.518944,6973.434448,7023.602962,6923.265934,159800,263006000,ACB
07/01/2008,6983.468056,6722.5914,6983.468056,6622.254372,242800,263006000,ACB
08/01/2008,6772.760391,6797.84441,6938.316345,6772.760391,179800,263006000,ACB
09/01/2008,6868.080616,6697.507381,6923.265934,6672.422886,172400,263006000,ACB
10/01/2008,6732.625484,6697.507381,6732.625484,6446.664333,250800,263006000,ACB
11/01/2008,6722.5914,6647.338867,6772.760391,6521.917343,171900,263006000,ACB
14/01/2008,6622.254372,6431.613922,6712.557793,6421.579838,260400,263006000,ACB
15/01/2008,6321.242809,6170.737267,6321.242809,6030.264854,343500,263006000,ACB
16/01/2008,6220.905781,6697.507381,6697.507381,6170.737267,533100,263006000,ACB
17/01/2008,6848.012924,6521.917343,6973.434448,6271.074295,338800,263006000,ACB
18/01/2008,6521.917343,6672.422886,6707.540989,6421.579838,193100,263006000,ACB
21/01/2008,6672.422886,6567.069054,6722.5914,6471.748829,144000,263006000,ACB
22/01/2008,6521.917343,6481.782436,6521.917343,6336.293221,163700,263006000,ACB
23/01/2008,6421.579838,6371.411324,6421.579838,6271.074295,337500,263006000,ACB
24/01/2008,6336.293221,6321.242809,6516.900539,6296.158314,239000,263006000,ACB
25/01/2008,6521.917343,6371.411324,6521.917343,6276.091099,261900,263006000,ACB
28/01/2008,6421.579838,6446.664333,6446.664333,6321.242809,220800,263006000,ACB
29/01/2008,6371.411324,6552.018166,6592.153072,6371.411324,314700,263006000,ACB
30/01/2008,6772.760391,6918.24913,7023.602962,6627.271175,390200,263006000,ACB
31/01/2008,6958.384037,6832.962513,6973.434448,6572.085857,244700,263006000,ACB
01/02/2008,6782.793999,6883.131027,6923.265934,6782.793999,315300,263006000,ACB
12/02/2008,6923.265934,6707.540989,6923.265934,6672.422886,137200,263006000,ACB
13/02/2008,6707.540989,6622.254372,6722.5914,6622.254372,103400,263006000,ACB
14/02/2008,6672.422886,6697.507381,6772.760391,6622.254372,131900,263006000,ACB
15/02/2008,6767.743111,6612.220764,6767.743111,6607.20396,89700,263006000,ACB
18/02/2008,6572.085857,6321.242809,6572.085857,6271.074295,350400,263006000,ACB
19/02/2008,6281.107903,6240.972996,6356.360912,6095.484257,366100,263006000,ACB
20/02/2008,6120.568275,5970.062733,6271.074295,5869.725704,377200,263006000,ACB
21/02/2008,5894.809723,5443.292618,5894.809723,5443.292618,312700,263006000,ACB
22/02/2008,5031.909943,5468.376637,5914.877415,4916.522026,974400,263006000,ACB
25/02/2008,5468.376637,5674.067974,5674.067974,5317.871094,349400,263006000,ACB
26/02/2008,6020.231247,5358.006001,6120.568275,5267.702579,431800,263006000,ACB
27/02/2008,5368.039608,5332.921505,5618.882656,5167.365074,449600,263006000,ACB
28/02/2008,5418.208122,5368.039608,5643.966675,5267.702579,371700,263006000,ACB
29/02/2008,5518.545151,5317.871094,5518.545151,5267.702579,274600,263006000,ACB
03/03/2008,5418.208122,5117.19656,5568.714142,4991.775036,406300,263006000,ACB
04/03/2008,5016.859531,4665.679455,5016.859531,4650.628567,736700,263006000,ACB
05/03/2008,4515.173435,4515.173435,4766.016483,4239.246368,852300,263006000,ACB
06/03/2008,4715.847969,4956.656933,4956.656933,4715.847969,106700,263006000,ACB
07/03/2008,5438.275814,5438.275814,5438.275814,5438.275814,92200,263006000,ACB
10/03/2008,5980.09634,5618.882656,5980.09634,5418.208122,1112100,263006000,ACB
11/03/2008,5523.561954,5222.550392,5558.680058,5222.550392,463700,263006000,ACB
12/03/2008,5192.44957,5368.039608,5608.848572,5067.028046,537000,263006000,ACB
13/03/2008,5518.545151,5473.39344,5618.882656,5317.871094,215200,263006000,ACB
14/03/2008,5518.545151,5463.359833,5518.545151,5267.702579,324200,263006000,ACB
17/03/2008,5418.208122,5142.281055,5418.208122,5117.19656,492400,263006000,ACB
18/03/2008,5117.19656,4735.915184,5117.19656,4665.679455,649800,263006000,ACB
19/03/2008,4465.004921,4916.522026,5177.398682,4465.004921,442500,263006000,ACB
20/03/2008,4891.438007,4826.218605,5016.859531,4715.847969,434800,263006000,ACB
21/03/2008,4866.353512,4866.353512,4866.353512,4690.763474,692600,263006000,ACB
24/03/2008,4816.184998,4419.85321,4816.184998,4339.583397,1038700,263006000,ACB
25/03/2008,4264.330387,4063.65633,4364.667892,4023.521423,948200,263006000,ACB
